date,value
2005-01-01,296696
2005-02-01 00:00:00,300557
2005-03-01 00:00:00,301308
2005-04-01 00:00:00,303760
2005-05-01 00:00:00,301776
2005-06-01 00:00:00,310989
2005-07-01 00:00:00,313520
2005-08-01 00:00:00,310046
2005-09-01 00:00:00,310673
2005-10-01 00:00:00,310479
2005-11-01 00:00:00,313303
2005-12-01 00:00:00,313473
