date,value
1967-01-01,34.2
1967-02-01 00:00:00,34.2
1967-03-01 00:00:00,34.3
1967-04-01 00:00:00,34.4
1967-05-01 00:00:00,34.5
1967-06-01 00:00:00,34.6
1967-07-01 00:00:00,34.7
1967-08-01 00:00:00,34.9
1967-09-01 00:00:00,35.0
1967-10-01 00:00:00,35.1
1967-11-01 00:00:00,35.2
1967-12-01 00:00:00,35.4
