date,value
1974-01-01,859.7
1974-02-01 00:00:00,864.2
1974-03-01 00:00:00,870.1
1974-04-01 00:00:00,872.9
1974-05-01 00:00:00,874.6
1974-06-01 00:00:00,877.8
1974-07-01 00:00:00,881.4
1974-08-01 00:00:00,884.1
1974-09-01 00:00:00,887.9
1974-10-01 00:00:00,893.3
1974-11-01 00:00:00,898.6
1974-12-01 00:00:00,902.1
