date,value
1979-01-01,51.525
1979-02-01 00:00:00,51.778
1979-03-01 00:00:00,51.9382
1979-04-01 00:00:00,51.3251
1979-05-01 00:00:00,51.7782
1979-06-01 00:00:00,51.7865
1979-07-01 00:00:00,51.7029
1979-08-01 00:00:00,51.3658
1979-09-01 00:00:00,51.3623
1979-10-01 00:00:00,51.7175
1979-11-01 00:00:00,51.6341
1979-12-01 00:00:00,51.6694
